id,pos,gloss,persian_gloss,checked,,,,,,
88851,noun,a sneezeweed of southwestern United States especially southern California,عطسه ای از جنوب غربی ایالات متحده به ویژه جنوب کالیفرنیا,0,,,,,,
88852,noun,Eurasian herb having loose heads of button-shaped white flowers and long grey-green leaves that cause sneezing when powdered,گیاهان اوراسیا دارای سرهای گشاد از گلهای سفید دکمه ای شکل و برگهای سبز و خاکستری طولانی که هنگام پودر شدن باعث عطسه می شوند,0,,,,,,
88853,adjective,"expressive of contempt; ""curled his lip in a supercilious smile""; ""spoke in a sneering jeering manner""; ""makes many a sharp comparison but never a mean or snide one""",ابراز تحقیر؛,0,,,,,,
88854,noun,common snipe of Eurasia and Africa,ابراز تحقیر؛,0,,,,,,
88855,noun,American snipe,ناخنک آمریکایی,0,,,,,,
88856,noun,Old World snipe larger and darker than the whole snipe,دنس دنیای قدیم بزرگتر و تیره تر از کل ادویه است,0,,,,,,
88857,noun,a small short-billed Old World snipe,یک کلاله کوچک دنیای قدیم با صورتحساب کوتاه,0,,,,,,
88858,noun,shorebird of the sandpiper family that resembles a snipe,مرغ ساحلی از خانواده شن و ماسه سگ است که شبیه یک دزدکی,0,,,,,,
88859,noun,tendency to associate with only a select group,تمایل به ارتباط فقط با یک گروه انتخابی,0,,,,,,
88860,noun,large tropical American food and game fishes of coastal and brackish waters; resemble pike,غذاهای گرمسیری بزرگ آمریکایی و ماهی های شکار آبهای ساحلی و شور.,0,,,,,,
88861,noun,a family of fish or the order Perciformes including robolos,خانواده ای از ماهی یا راسته Perciformes از جمله robolos,0,,,,,,
88862,noun,a kind of percoid fish,نوعی ماهی پرکوئید,0,,,,,,
88863,noun,a spy who makes uninvited inquiries into the private affairs of others,جاسوسی که از امور خصوصی دیگران به صورت ناخوانده سال می کند,0,,,,,,
88864,noun,breathing device consisting of a bent tube fitting into a swimmer's mouth and extending above the surface; allows swimmer to breathe while face down in the water,دستگاه تنفسی متشکل از یک لوله خم شده که در دهان شناگر قرار می گیرد و از سطح بالا امتداد دارد.,0,,,,,,
88865,noun,someone who expresses contempt or indignation by uttering a snorting sound,کسی که با بیان صدای خروپف تحقیر یا خشم خود را ابراز می کند,0,,,,,,
88866,noun,"something that is extraordinary or remarkable or prominent; ""a snorter of a sermon""; ""the storm wasn't long but it was a snorter""",چیزی خارق العاده یا قابل توجه یا برجسته ؛,0,,,,,,
88867,noun,an arctic atmospheric condition with clouds over snow produce a uniform whiteness and objects are difficult to see; occurs when the light reflected off the snow equals the light coming through the clouds,یک وضعیت جوی قطبی با ابرهای برف ، سفیدی یکنواخت ایجاد می کند و دیدن اشیا objects دشوار است.,0,,,,,,
88868,noun,an automobile pneumatic tire with deep tread to give traction in snow,یک تایر پنوماتیک اتومبیل با آج عمیق برای ایجاد کشش در برف,0,,,,,,
88869,noun,plant having heads of fragrant white trumpet-shaped flowers; grows in sandy arid regions,یک تایر پنوماتیک اتومبیل با آج عمیق برای ایجاد کشش در برف,0,,,,,,
88870,noun,any of various plants of the genus Abronia of western North America and Mexico having flowers resembling verbena,هر یک از گیاهان مختلف از تیره آبونیا در غرب آمریکای شمالی و مکزیک دارای گلهایی شبیه به گیاه پرنده,0,,,,,,
88871,noun,ball of ice cream covered with coconut and usually chocolate sauce,توپ بستنی پوشیده شده با نارگیل و معمولاً سس شکلات,0,,,,,,
88872,noun,ball of crushed ice with fruit syrup,گلوله یخ خرد شده با شربت میوه,0,,,,,,
88873,noun,deciduous shrub of western North America having spikes of pink flowers followed by round white berries,درختچه برگریز غرب آمریکای شمالی دارای خوشه هایی از گل های صورتی و به دنبال آن توت های سفید گرد,0,,,,,,
88874,noun,shrubs and small trees and woody vines,درختچه ها و درختان کوچک و انگورهای چوبی,0,,,,,,
88875,noun,snow bunting,برف سوزی,0,,,,,,
88876,noun,tracked vehicle for travel on snow having skis in front,وسیله نقلیه ردیابی شده برای سفر با برف و داشتن اسکی در جلو,0,,,,,,
88877,noun,a kind of snowmobile,نوعی ماشین برفی,0,,,,,,
88878,noun,a child's overgarment for cold weather,اضافه پوشیدن کودک برای هوای سرد,0,,,,,,
88879,adjective,"marked by the presence of snow; ""a white Christmas""; ""the white hills of a northern winter""",با حضور برف مشخص شده است,0,,,,,,
88880,adjective,"covered with snow; ""snow-clad hills""; ""snow-covered roads""; ""a long snowy winter""",پوشیده از برف؛,0,,,,,,
88881,noun,finely powdered tobacco for sniffing up the nose,تنباکو ریز پودر شده برای استشمام بینی,0,,,,,,
88882,noun,strong snuff made from dark coarse tobacco,انفیه قوی از توتون درشت تیره,0,,,,,,
88883,adjective,"well and tightly constructed; ""a snug house""; ""a snug little sailboat""",خوب و محکم ساخته شده است,0,,,,,,
88884,noun,the syllable naming the fifth (dominant) note of any musical scale in solmization,هجا نام نت پنجم (غالب) از هر مقیاس موسیقی در solmization,0,,,,,,
88885,noun,soap in the form of a bar,صابون به شکل میله,0,,,,,,
88886,noun,a good hard soap made from olive oil and sodium hydroxide,یک صابون سخت خوب ساخته شده از روغن زیتون و هیدروکسید سدیم,0,,,,,,
88887,noun,soap in liquid form,صابون به صورت مایع,0,,,,,,
88888,noun,a mild soap for cleansing and conditioning leather,یک صابون ملایم برای تمیز کردن و تهویه چرم,0,,,,,,
88889,noun,soap in powdered form mixed with alkaline builders,صابون به صورت پودر شده و مخلوط با سازنده های قلیایی,0,,,,,,
88890,noun,soap used as a toiletry,صابونی که به عنوان لوازم بهداشتی استفاده می شود,0,,,,,,
88891,noun,a tree of the genus Sapindus whose fruit is rich in saponin,درختی از تیره ساپیندوس که میوه آن سرشار از ساپونین است,0,,,,,,
88892,noun,type genus of the Sapindaceae,تیره نوع Sapindaceae,0,,,,,,
88893,noun,deciduous tree of southwestern United States having pulpy fruit containing saponin,درخت برگریز جنوب غربی ایالات متحده دارای میوه پالپی حاوی ساپونین,0,,,,,,
88894,noun,evergreen of tropical America having pulpy fruit containing saponin which was used as soap by native Americans,همیشه سبز آمریکای گرمسیری دارای میوه های پالپی حاوی ساپونین است که توسط بومیان آمریکا به عنوان صابون استفاده می شد,0,,,,,,
88895,noun,mostly perennial Old World herbs,بیشتر گیاهان چند ساله گیاهان جهان قدیمی است,0,,,,,,
88896,adjective,totally sober,کاملا هوشیار,0,,,,,,
88897,adjective,characteristic of a person not taking illegal drugs or of a place where no illegal drugs are used,ویژگی شخصی که داروهای غیرقانونی مصرف نمی کند یا مکانی که هیچ داروی غیرقانونی استفاده نمی شود,0,,,,,,
88898,adjective,not inebriated,سیر نشده,0,,,,,,
88899,noun,the state of being sober and not intoxicated by alcohol,حالت هوشیاری و سرمستی از الکل نیست,0,,,,,,
88900,noun,suitability to be a companion,شایستگی همراه بودن,0,,,,,,
88901,noun,characterized by an attitude of ready accessibility (especially about one's actions or purposes); without concealment; not secretive,با ویژگی دسترسی آماده (به ویژه در مورد اقدامات یا اهداف شخص) مشخص می شود.,0,,,,,,
88902,adjective,"effusively sociable; ""a clubbish set""; ""we got rather clubby""",بصیرت اجتماعی,0,,,,,,
88903,adjective,"composed of sociable people or formed for the purpose of sociability; ""a purely social club""; ""the church has a large social hall""; ""a social director""",متشکل از افراد اجتماعی یا به منظور جامعه پذیری تشکیل شده است.,0,,,,,,
88904,adjective,"occurring among or involving several people; ""interpersonal situations in which speech occurs""",در بین چندین نفر اتفاق می افتد یا درگیر آنها می شود.,0,,,,,,
88905,adjective,involving several ethnic groups,در بین چندین نفر اتفاق می افتد یا درگیر آنها می شود.,0,,,,,,
88906,noun,government provision for unemployed or injured or aged; financed by contributions from employers and employees as well as by government revenue,مقررات دولت برای بیکاران یا آسیب دیدگان یا سالمندان ؛,0,,,,,,
